Key,ID,Title,Year,Author,Pub_Type
8SX6TIMQ,2061990934,parafoveal processing of transposed letter words and nonwords evidence against parafoveal lexical activation,2012,"Johnson, Rebecca L.; Dunne, Maxine D.",1
56BRC6AB,2091765825,transposed letter effects in reading evidence from eye movements and parafoveal preview,2007,"Johnson, Rebecca L.; Perea, Manuel; Rayner, Keith",1
CDQH6BGF,2060566643,the stroop color word test genetic and environmental influences reading mental ability and personality correlates,2003,"Johnson, Wendy; Bouchard, Thomas J. Jr.; Segal, Nancy L.; Keyes, Margaret; Samuels, Jay",1
6L2Y6MBH,2116482014,collaborative embodied learning in mixed reality motion capture environments two science studies,2014,"Johnson-Glenberg, Mina C.; Birchfield, David A.; Tolentino, Lisa; Koziupa, Tatyana",1
DU6SVZEE,2018933013,reasoning from inconsistency to consistency,2004,"Johnson-Laird, P. N.; Girotto, Vittorio; Legrenzi, Paolo",1
RJMLAWV6,1987598978,communication mode affect and recall,1985,"Johnston, Irvine F.; Strickland, Lloyd H.",1
L248IWMC,2061589673,the contribution of naming speed to the simple view of reading,2006,"Johnston, Timothy C.; Kirby, John R.",1
EKPIBAFF,2079427267,dyslexia and fluency parafoveal and foveal influences on rapid automatized naming,2013,"Jones, Manon W.; Ashby, Jane; Branigan, Holly P.",1
M6DHZPYL,2142770924,cross modal binding in developmental dyslexia,2013,"Jones, Manon W.; Branigan, Holly P.; Parra, Mario A.; Logie, Robert H.",1
S48AUK6W,2037452323,my life and times,2009,"Jones, Mari Riess",1
UCTG298W,2050104327,psychology history and the press the case of william mcdougall and the new york times,1987,"Jones, Russell A.",1
VMSR3Q9Y,2124504973,predictors of reading and spelling abilities in first and second language learners,2007,"Jongejan, Wilma; Verhoeven, Ludo; Siegel, Linda S.",1
2W6ZFW87,2037513127,resources and life management strategies as determinants of successful aging on the protective effect of selection optimization and compensation,2006,"Jopp, Daniela; Smith, Jacqui",1
PIXLV5HY,2045934080,emotional intelligence an integrative meta analysis and cascading model,2010,"Joseph, Dana L.; Newman, Daniel A.",1
D4LA8H2Q,2013223215,the mismatch effect when testosterone and status are at odds,2006,"Josephs, Robert A.; Sellers, Jennifer Guinn; Newman, Matthew L.; Mehta, Pranjal H.",1
JNXV2FUN,2116776085,naming speed and word familiarity as confounding factors in decoding,2002,"Joshi, R. Malatesha; Aaron, P. G.",1
DWWZ2DL4,2313261932,love in the narrative context the relationship between henry murray and christiana morgan,2013,"Josselson, Ruthellen",0
SI4CDWDJ,2020074823,crossed right hemisphere syndrome with limb apraxia a case study,1989,"Judd, Tedd",1
QW3AZPD2,2130820166,time is on my side time general mental ability human capital and extrinsic career success,2010,"Judge, Timothy A.; Klinger, Ryan L.; Simon, Lauren S.",1
8FEJCXJE,2037723377,age of acquisition effects in word and picture identification,2005,"Juhasz, Barbara J.",1
8TIB6SKV,2058728815,eye movements and the use of parafoveal word length information in reading,2008,"Juhasz, Barbara J.; White, Sarah J.; Liversedge, Simon P.; Rayner, Keith",1
FLWUTGE2,2090995341,separating speed from accuracy in beginning reading development,2014,"Juul, Holger; Poulsen, Mads; Elbro, Carsten",1
YMPDV3KD,2003851962,are arabic and verbal numbers processed in different ways,2008,"Kadosh, Roi Cohen; Henik, Avishai; Rubinsten, Orly",1
DKNJFHF3,2025630169,what do the montreal murders mean attitudinal and demographic predictors of attribution,1993,"Kafer, Rudy; Hodkin, Barbara; Furrow, David; Landry, Trudy",1
6IJVA6BI,1984871604,norm theory comparing reality to its alternatives,1986,"Kahneman, Daniel; Miller, Dale T.",1
UL9GN948,2073602416,processing speed naming speed and reading,1994,"Kail, Robert; Hall, Lynda K.",1
65VJK8CU,2120244223,sources of developmental change in children s word problem performance,1999,"Kail, Robert; Hall, Lynda K.",1
XWKV8DQ2,2000942756,processing speed exposure to print and naming speed,1999,"Kail, Robert; Hall, Lynda K.; Caskey, Bradley J.",1
MGD529R7,2562448934,the effects of student characteristics on teachers judgment accuracy disentangling ethnicity minority status and achievement,2017,"Kaiser, Johanna; Südkamp, Anna; Möller, Jens",1
JW7C47TT,2143975756,the cost of concreteness the effect of nonessential information on analogical transfer,2013,"Kaminski, Jennifer A.; Sloutsky, Vladimir M.; Heckler, Andrew F.",1
4L9EE8K3,2113373887,the role of temporal shifts in turnover processes it s about time,2005,"Kammeyer-Mueller, John D.; Wanberg, Connie R.; Glomb, Theresa M.; Ahlburg, Dennis",1
UNDNIWQI,2944511974,what predicts who we approach for social support tests of the attachment figure and strong ties hypotheses,2019,"Kammrath, Lara K.; Armstrong, Benjamin F. III; Lane, Sean P.; Francis, Michelle K.; Clifton, Mona; McNab, Katelyn M.; Baumgarten, Olivia M.",1
MMX24X5Z,2321546339,executive function assessment and adult attention deficit hyperactivity disorder tasks versus ratings on the barkley deficits in executive functioning scale,2014,"Kamradt, Jaclyn M.; Ullsperger, Josie M.; Nikolas, Molly A.",1
9TZPMSVG,2021581592,inhibitory attentional mechanisms and aging,1994,"Kane, Michael J.; Hasher, Lynn; Stoltzfus, Ellen R.; Zacks, Rose T.; Connelly, S. Lisa",1
KH9DX2ZG,2766559326,a combined experimental and individual differences investigation into mind wandering during a video lecture,2017,"Kane, Michael J.; Smeekens, Bridget A.; von Bastian, Claudia C.; Lurquin, John H.; Carruth, Nicholas P.; Miyake, Akira",1
YRTLE8M8,1969239630,does incorrect guessing impair fact learning,2011,"Kang, Sean H. K.; Pashler, Harold; Cepeda, Nicholas J.; Rohrer, Doug; Carpenter, Shana K.; Mozer, Michael C.",1
XCE8N6ZD,2089145138,a stage sequential model of reading transitions evidence from the early childhood longitudinal study,2005,"Kaplan, David; Walpole, Sharon",1
5Y3NFARV,2162983546,sad mood promotes self initiated mental contrasting of future and reality,2011,"Kappes, Heather Barry; Oettingen, Gabriele; Mayer, Doris; Maglio, Sam",1
3TVK6CQV,2742297264,heterogeneity in development of aspects of working memory predicts longitudinal attention deficit hyperactivity disorder symptom change,2017,"Karalunas, Sarah L.; Gustafsson, Hanna C.; Dieckmann, Nathan F.; Tipsord, Jessica; Mitchell, Suzanne H.; Nigg, Joel T.",1
C2ZTP5HF,2887147117,how to give away your cake and eat it too relinquishing control prompts reciprocal generosity,2018,"Kardas, Michael; Shaw, Alex; Caruso, Eugene M.",1
PZGI2HKW,2922260684,a cruel king is not the same as a king who is cruel modifier position affects how words are encoded and retrieved from memory,2019,"Karimi, Hossein; Diaz, Michele; Ferreira, Fernanda",1
MFDD2XXT,1986591913,neuroticism marital interaction and the trajectory of marital satisfaction,1997,"Karney, Benjamin R.; Bradbury, Thomas N.",1
AST4IVED,1988727136,this construction needs learned,2004,"Kaschak, Michael P.; Glenberg, Arthur M.",1
R28ZIGG3,1988615004,establishing linkages through international psychology dealing with universalities and uniquenesses,2000,"Kaslow, Florence W.",1
WRC2GYHM,1189289967,the role of ran and reading rate in predicting reading self concept,2016,"Kasperski, Ronen; Shany, Michal; Katzir, Tami",1
9KPAB6BA,178879847,toward meaningful assessment lessons from five first grade classrooms occasional paper series 26,2011,"Kates, Laura R.; Bank Street College of Education",0
DP4U92JL,2095744040,the varieties of pathways to dysfluent reading comparing subtypes of children with dyslexia at letter word and connected text levels of reading,2008,"Katzir, Tami; Kim, Young-Suk; Wolf, Maryanne; Morris, Robin; Lovett, Maureen W.",1
TVLEQ7KK,1996800846,the relationship of spelling recognition ran and phonological awareness to reading skills in older poor readers and younger reading matched controls,2006,"Katzir, Tami; Kim, Youngsuk; Wolf, Maryanne; Kennedy, Becky; Lovett, Maureen; Morris, Robin",1
2UQP99F5,2070845509,microcomputer applications in psychomusicology research at the university of washington,1989,"Kauffman, William H.",1
F2A3XUMA,2876185062,occupational cognitive complexity in earlier adulthood is associated with brain structure and cognitive health in midlife the cardia study,2018,"Kaup, Allison R.; Xia, Feng; Launer, Lenore J.; Sidney, Stephen; Nasrallah, Ilya; Erus, Guray; Allen, Norrina; Yaffe, Kristine",1
8DLV6NHP,1972868665,the association between age and the frequency of nouns selected for production,2009,"Kavé, Gitit; Samuel-Enoch, Keren; Adiv, Shiri",1
UPHZN6YI,2052576792,an eye for the i preferential attention to the eyes of ingroup members,2014,"Kawakami, Kerry; Williams, Amanda; Sidhu, David; Choma, Becky L.; Rodriguez-Bailón, Rosa; Cañadas, Elena; Chung, Derek; Hugenberg, Kurt",1
DGGVCSXR,2170919319,the cognitive and neural architecture of sequence representation,2003,"Keele, Steven W.; Ivry, Richard; Mayr, Ulrich; Hazeltine, Eliot; Heuer, Herbert",1
8J557XFJ,2017295033,strategic control in word reading evidence from speeded responding in the tempo naming task,2000,"Kello, Christopher T.; Plaut, David C.",1
ZD3IXLD5,2964610112,keeping parents connected in early emerging adulthood diabetes related disclosure and solicitation,2019,"Kelly, Caitlin S.; Berg, Cynthia A.; Lansing, Amy H.; Turner, Sara L.; Munion, Ascher K.; Tracy, Eunjin L.; Wiebe, Deborah J.",1
8TUBMFDU,2005706900,the effects of negative racial stereotypes and afrocentricity on black couple relationships,2001,"Kelly, Shalonda; Floyd, Frank J.",1
FIL9GYKN,2046270848,processing demands of reading comprehension tests in young readers,2012,"Kendeou, Panayiota; Papadopoulos, Timothy C.; Spanoudis, George",1
35IQ5HD7,2053205918,coleridge wordplay and dream,1997,"Kennard, L. R.",1
A7QWNIMH,2023622294,psychology and the political process,1995,"Kennemer, William N.",1
LXRX5CC3,2109371104,sex differences in math performance the role of children s approach to schoolwork,2006,"Kenney-Benson, Gwen A.; Pomerantz, Eva M.; Ryan, Allison M.; Patrick, Helen",1
DTYYRFYX,2102214098,dynamical evolutionary psychology individual decision rules and emergent social norms,2003,"Kenrick, Douglas T.; Li, Norman P.; Butner, Jonathan",1
7253J7X3,2147269820,teachers use of a verbally governed algorithm and student learning,2005,"Keohane, Dolleen-Day; Greer, R. Douglas",1
JZ3QRQP8,1994854711,kenneth b clark in the patterns of american culture,2002,"Keppel, Ben",1
2WLBBMLD,2899690044,stressors experienced in elite sport by physiotherapists,2019,"Kerai, Sunita; Wadey, Ross; Salim, Jade",1
RAUET93D,1991849922,the effects of systematic reading instruction on three classifications of readers,2006,"Kerins, Marie",1
V8F4YBZR,2085462243,modified voice feedback improves letter naming in reading disabled children with central auditory dysfunction,1985,"Kershner, John R.; Hadfield, Audrey; Kershner, Barbara; Cooke, Wallace",1
MMUMFZYK,2022122647,transfer of reading related cognitive skills in learning to read chinese l1 and english l2 among chinese elementary school children,2009,"Keung, Yuen-Ching; Ho, Connie Suk-Han",1
XDCHIELP,1987644587,structure and correlates of the german version of the brief upps impulsive behavior scales,2009,"Keye, Doris; Wilhelm, Oliver; Oberauer, Klaus",1
J58YLA86,2516174048,word and pseudoword superiority effects on letter position processing in developing and skilled readers,2016,"Kezilas, Yvette; Kohnen, Saskia; McKague, Meredith; Robidoux, Serje; Castles, Anne",1
BGA258J8,2483248577,disentangling the developmental trajectories of letter position and letter identity coding using masked priming,2017,"Kezilas, Yvette; McKague, Meredith; Kohnen, Saskia; Badcock, Nicholas A.; Castles, Anne",1
QRZKW9C8,2811400294,resistance and resilience during the 1990 iraqi occupation of kuwait a qualitative study,2019,"Khullar, Neha; Scull, Nicholas C.; Bhatti, Saima F.; Wah, Andrew; Al-Zouman, Fay",1
DWVECVVK,2168521134,containing and resisting masculinity narratives of renegotiation among resilient male survivors of childhood sexual abuse,2005,"Kia-Keating, Maryam; Grossman, Frances K.; Sorsoli, Lynn; Epstein, Marina",1
K9PURB7G,2007704286,the relationship between perisylvian morphology and verbal short term memory functioning in children with neurodevelopmental disorders,2004,"Kibby, Michelle Y.; Kroese, Judith M.; Morgan, Allison E.; Hiemenz, Jennifer R.; Cohen, Morris J.; Hynd, George W.",1
AW274QMD,2042510884,reading performance is predicted by more than phonological processing,2014,"Kibby, Michelle Y.; Lee, Sylvia E.; Dyer, Sarah M.",1
GQE5CRSN,2094186096,the relationship between cerebral hemisphere volume and receptive language functioning in dyslexia and attention deficit hyperactivity disorder adhd,2009,"Kibby, Michelle Y.; Pavawalla, Shital P.; Fancher, Jill B.; Naillon, Angela J.; Hynd, George W.",1
J5HAQPPD,2471489140,reading comprehension assessment through retelling performance profiles of children with dyslexia and language based learning disability,2016,"Kida, Adriana de S. B.; de Ávila, Clara R. B.; Capellini, Simone A.",1
ETTBBT39,2108392709,phonological representations and early literacy in chinese,2015,"Kidd, Joanna C.; Shum, Kathy Kar-Man; Ho, Connie Suk-Han; Au, Terry Kit-fong",1
P3KWIDHN,2326579357,promoting healthy weight with stability skills first a randomized trial,2013,"Kiernan, Michaela; Brown, Susan D.; Schoffman, Danielle E.; Lee, Katherine; King, Abby C.; Taylor, C. Barr; Schleicher, Nina C.; Perri, Michael G.",1
Q5RYXGFL,2036036386,demand characteristics in the laboratory and the clinic conversations and collaborations with subjects and patients,2002,"Kihlstrom, John F.",1
LURFG8LP,2134602297,hypnosis and cognition,2014,"Kihlstrom, John F.",0
JGFPXNJV,985294120,rapid automatized naming word level reading and oral reading fluency in first grade korean readers at risk for reading difficulties,2015,"Kim, Dongil; Park, Yujeong; Lombardino, Linda J.",1
Q3S8QTCV,2594719243,roads more and less traveled different emotional routes to creativity among protestants and catholics,2017,"Kim, Emily; Cohen, Dov",1
TAEWCKNP,2902135358,perceptions of the competent but depressed,2018,"Kim, Kristen; Ahn, Woo-kyoung",1
9FSE9E5Q,2083020651,proportionate responses to life events influence clinicians judgments of psychological abnormality,2012,"Kim, Nancy S.; Paulus, Daniel J.; Gonzalez, Jeffrey S.; Khalife, Danielle",1
X3DQESLU,2316635188,child family and school characteristics related to english proficiency development among low income dual language learners,2014,"Kim, Yoon Kyong; Curby, Timothy W.; Winsler, Adam",1
5GTXHXWD,2027022054,considering linguistic and orthographic features in early literacy acquisition evidence from korean,2011,"Kim, Young-Suk",1
JUBZNCRI,1978483326,toward an understanding of dimensions predictors and the gender gap in written composition,2015,"Kim, Young-Suk; Al Otaiba, Stephanie; Wanzek, Jeanne; Gatlin, Brandy",1
AP3CMTNF,2799972000,developmental component based model of reading fluency an investigation of predictors of word reading fluency text reading fluency and reading comprehension,2015,"Kim, Young-Suk Grace",0
AP3CMTNF,1976996000,developmental component based model of reading fluency an investigation of predictors of word reading fluency text reading fluency and reading comprehension,2015,"Kim, Young-Suk Grace",1
